id,first_name,last_name,email,gender,ip_address,city,state,ssn,race,diabetes,asthma,depression,anxiety,migraines,arthritis,eczema,stroke,dementia,HIV
126,Aristotle,Issard,aissard3h@sohu.com,Male,63.165.175.24,Atlanta,Georgia,233-57-8050,Ottawa,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
127,Aleda,Lapree,alapree3i@businessinsider.com,Female,152.98.53.183,Tampa,Florida,761-27-0526,Polynesian,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
128,Joan,Seczyk,jseczyk3j@springer.com,Female,78.203.241.28,Des Moines,Iowa,434-52-9124,Seminole,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
129,Tommy,Squire,tsquire3k@facebook.com,Male,172.196.120.120,Reading,Pennsylvania,815-68-3263,Venezuelan,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
130,Thorpe,Berwick,tberwick3l@usda.gov,Male,131.34.121.224,Long Beach,California,296-66-4444,Yuman,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
131,Etienne,Scallan,escallan3m@cyberchimps.com,Male,16.243.133.61,San Luis Obispo,California,491-31-2454,Eskimo,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
132,Simona,Bolden,sbolden3n@un.org,Female,149.28.176.87,Hartford,Connecticut,262-80-9574,Asian,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
133,Gert,Foxon,gfoxon3o@army.mil,Female,4.50.101.162,San Diego,California,606-58-8032,Paiute,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
134,Elvera,Conboy,econboy3p@canalblog.com,Female,251.160.231.223,Van Nuys,California,204-32-6842,Laotian,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
135,Arvin,Chanter,achanter3q@multiply.com,Male,80.72.43.36,Richmond,Virginia,842-52-5174,Dominican (Dominican Republic),FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
136,Erica,Aleksankov,ealeksankov3r@cmu.edu,Female,115.77.25.204,Saint Paul,Minnesota,796-68-1169,Tongan,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
137,Ursala,Wildbore,uwildbore3s@shop-pro.jp,Female,102.208.221.124,Melbourne,Florida,798-75-1988,Micronesian,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
138,Conrade,Benmore,cbenmore3t@friendfeed.com,Male,5.78.194.67,South Bend,Indiana,856-40-7399,Lumbee,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
139,Winne,Falkinder,wfalkinder3u@archive.org,Female,240.150.184.70,Austin,Texas,117-70-4650,Native Hawaiian and Other Pacific Islander (NHPI),TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
140,Georas,Stitson,gstitson3v@fotki.com,Male,37.204.140.161,Santa Cruz,California,202-24-6773,Colombian,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
141,Vachel,Tout,vtout3w@fda.gov,Male,72.128.46.220,South Lake Tahoe,California,737-14-1829,Native Hawaiian and Other Pacific Islander (NHPI),FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
142,Lanny,Berriman,lberriman3x@miibeian.gov.cn,Male,232.250.22.171,Austin,Texas,151-23-3091,Cherokee,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
143,Saudra,Casperri,scasperri3y@eventbrite.com,Female,205.116.210.182,Charleston,South Carolina,512-85-0345,Tohono O'Odham,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
144,Lura,Phythian,lphythian3z@kickstarter.com,Female,66.135.231.37,Carlsbad,California,467-03-0839,Comanche,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
145,Leeanne,Hadlow,lhadlow40@pagesperso-orange.fr,Female,215.28.11.9,Seattle,Washington,759-84-1926,Indonesian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
146,Fernando,Baffin,fbaffin41@patch.com,Male,47.5.176.210,Columbus,Ohio,762-42-6741,Cheyenne,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
147,Doris,Kobierzycki,dkobierzycki42@icio.us,Female,119.1.241.242,Trenton,New Jersey,277-85-7621,Mexican,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
148,Dalia,Konrad,dkonrad43@census.gov,Female,53.85.26.160,Washington,District of Columbia,192-84-7370,Venezuelan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
149,Morten,Conor,mconor44@newsvine.com,Male,80.176.52.22,Charleston,South Carolina,624-69-7522,Argentinian,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
150,Shelli,Gulberg,sgulberg45@columbia.edu,Female,78.105.135.101,Washington,District of Columbia,820-47-2750,Kiowa,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
151,Loralie,Vynoll,lvynoll46@ucla.edu,Female,206.238.91.103,Brooksville,Florida,106-94-8531,Alaska Native,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
152,Dena,Guildford,dguildford47@163.com,Female,236.11.12.127,New York City,New York,370-63-6369,Yakama,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
153,Anne-corinne,Stihl,astihl48@wp.com,Female,0.173.8.81,El Paso,Texas,770-18-0572,Creek,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
154,Hugues,Pigdon,hpigdon49@huffingtonpost.com,Male,11.55.179.19,Beaumont,Texas,854-46-6064,Taiwanese,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
155,Aimee,Whitworth,awhitworth4a@godaddy.com,Female,17.37.14.242,Dearborn,Michigan,521-53-9170,Chinese,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
156,Michel,Ensor,mensor4b@trellian.com,Male,77.172.12.54,Brockton,Massachusetts,265-32-0622,Hmong,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
157,Rosemonde,Geffcock,rgeffcock4c@cam.ac.uk,Female,172.79.208.83,Sacramento,California,124-12-1162,Eskimo,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
158,Gawen,Morford,gmorford4d@bloglovin.com,Male,236.38.13.101,Los Angeles,California,890-04-5061,Chamorro,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
159,Layla,Duckett,lduckett4e@altervista.org,Female,62.246.97.35,Dulles,Virginia,183-46-8555,White,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
160,Terrance,Jacqueminot,tjacqueminot4f@i2i.jp,Male,109.244.26.157,Tuscaloosa,Alabama,128-85-7870,Uruguayan,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
161,Mitchael,Bortol,mbortol4g@furl.net,Male,240.83.135.69,Richmond,Virginia,339-62-7332,Puget Sound Salish,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
162,Haskel,McCallister,hmccallister4h@globo.com,Male,2.16.5.4,Albany,New York,645-59-1995,Chippewa,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
163,Amata,Fernier,afernier4i@odnoklassniki.ru,Female,164.124.226.17,Denver,Colorado,641-60-2035,Eskimo,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
164,Shurlock,Larmouth,slarmouth4j@java.com,Male,29.0.9.222,Seattle,Washington,180-01-8298,Argentinian,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
165,Kassi,Pimlock,kpimlock4k@springer.com,Female,181.37.46.59,Memphis,Tennessee,639-21-0890,Central American,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
166,Clementia,Elgood,celgood4l@dell.com,Female,19.160.80.208,Saint Paul,Minnesota,550-40-9725,Paraguayan,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
167,Clemente,Tue,ctue4m@mlb.com,Male,244.254.62.75,Saint Petersburg,Florida,567-01-6442,Apache,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
168,Seamus,Argont,sargont4n@simplemachines.org,Male,190.199.130.65,Hialeah,Florida,758-10-7526,Iroquois,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
169,Anestassia,Purnell,apurnell4o@prweb.com,Female,222.118.111.42,Greensboro,North Carolina,671-03-2326,Hmong,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
170,Bastian,Macquire,bmacquire4p@themeforest.net,Male,83.174.202.31,San Jose,California,566-56-9722,Seminole,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
171,Devin,Stranger,dstranger4q@merriam-webster.com,Female,181.187.187.42,Mobile,Alabama,408-54-7973,Seminole,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
172,Carree,McCray,cmccray4r@businessinsider.com,Female,102.47.94.13,Omaha,Nebraska,586-84-2984,Pueblo,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
173,Eldredge,Hingeley,ehingeley4s@creativecommons.org,Male,230.63.7.52,Washington,District of Columbia,389-62-2418,Asian,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
174,Franky,Dominguez,fdominguez4t@blogspot.com,Male,157.36.234.244,Washington,District of Columbia,318-34-5829,Chippewa,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
175,Craggy,Pimley,cpimley4u@house.gov,Male,122.37.172.190,Kansas City,Missouri,412-87-8909,Samoan,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
176,Hyacinthie,Texton,htexton4v@webeden.co.uk,Female,23.164.19.182,Evansville,Indiana,646-33-4282,Pakistani,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
177,Fin,Eacle,feacle4w@wiley.com,Male,7.203.1.18,Buffalo,New York,607-20-1141,Malaysian,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
178,Angelle,Bowe,abowe4x@amazon.co.uk,Female,51.148.122.182,Anchorage,Alaska,373-01-8744,Guamanian,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
179,Wynny,Simmonett,wsimmonett4y@domainmarket.com,Female,202.24.94.195,Beaumont,Texas,471-25-3084,Eskimo,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
180,Thurston,Howle,thowle4z@vimeo.com,Male,109.17.158.48,Charlottesville,Virginia,598-15-9389,Houma,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
181,Roseanna,Ackrill,rackrill50@jimdo.com,Female,133.173.30.167,Des Moines,Iowa,444-61-3536,Kiowa,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
182,Ralina,McIlhone,rmcilhone51@examiner.com,Female,227.132.141.172,New York City,New York,401-67-1626,Puget Sound Salish,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
183,Emma,Dalligan,edalligan52@vimeo.com,Female,91.249.89.84,Raleigh,North Carolina,899-79-8303,South American,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
184,Melvyn,Roycroft,mroycroft53@netlog.com,Male,95.125.143.89,Mesquite,Texas,104-85-1116,Uruguayan,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
185,Connie,Doddemeade,cdoddemeade54@apache.org,Male,236.37.59.88,San Jose,California,840-75-4425,Seminole,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
186,Keslie,Locks,klocks55@g.co,Female,8.29.181.223,Santa Monica,California,467-42-5201,Potawatomi,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
187,Padraig,Chadbourne,pchadbourne56@goo.gl,Male,251.232.155.244,Cumming,Georgia,808-74-3360,Venezuelan,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
188,Gilbertina,Gryglewski,ggryglewski57@purevolume.com,Female,17.201.132.57,Maple Plain,Minnesota,277-08-0413,Guatemalan,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
189,Ellwood,Joney,ejoney58@printfriendly.com,Male,111.60.176.146,Lake Worth,Florida,689-50-8683,Tlingit-Haida,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
190,Merwyn,Florio,mflorio59@tinyurl.com,Male,15.4.69.47,Irvine,California,761-09-6988,Lumbee,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
191,Haley,McCluney,hmccluney5a@slashdot.org,Male,140.48.80.174,Jamaica,New York,634-42-8173,Lumbee,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
192,Barris,Verrill,bverrill5b@indiegogo.com,Male,139.17.195.83,Abilene,Texas,291-08-2592,Cheyenne,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
193,Aurelie,Gravy,agravy5c@comcast.net,Female,178.237.227.101,Boise,Idaho,880-58-9241,Chickasaw,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
194,Brendon,Badrock,bbadrock5d@nyu.edu,Male,160.52.62.153,Bakersfield,California,531-49-2693,Choctaw,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
195,Hedwig,Regenhardt,hregenhardt5e@wisc.edu,Female,158.233.62.25,Los Angeles,California,130-88-2720,Spaniard,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
196,Mattie,Thorn,mthorn5f@google.com.hk,Male,36.110.196.229,Chesapeake,Virginia,376-11-7075,Paiute,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
197,Cristiano,Pollicott,cpollicott5g@unc.edu,Male,185.226.114.102,Evanston,Illinois,798-35-3009,Paraguayan,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
198,Gerrilee,Lambart,glambart5h@salon.com,Female,109.19.169.114,Pasadena,California,582-80-3964,Dominican (Dominican Republic),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
199,Nathanil,Marrows,nmarrows5i@oracle.com,Male,112.198.193.2,Shreveport,Louisiana,424-87-0778,Ecuadorian,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
200,Muriel,Cantwell,mcantwell5j@arizona.edu,Female,3.145.122.151,Miami,Florida,447-51-0007,Houma,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
201,Mab,Lief,mlief5k@ezinearticles.com,Female,232.36.35.248,Duluth,Georgia,392-07-2665,Cambodian,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
202,Amitie,Secrett,asecrett5l@odnoklassniki.ru,Female,212.217.134.40,Schenectady,New York,765-02-0102,South American,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
203,Gaven,Layton,glayton5m@ifeng.com,Male,161.187.36.162,Shawnee Mission,Kansas,853-08-5594,Shoshone,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
204,Agnese,Waleworke,awaleworke5n@shinystat.com,Female,231.100.140.47,San Jose,California,672-86-3760,Seminole,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
205,Nikoletta,Medcalfe,nmedcalfe5o@army.mil,Female,33.78.146.152,Bethesda,Maryland,777-32-9078,Filipino,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
206,Todd,Poulston,tpoulston5p@google.ca,Male,116.254.20.115,New Orleans,Louisiana,186-42-8809,Kiowa,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
207,Ashley,Sikorski,asikorski5q@people.com.cn,Female,247.231.184.47,Tucson,Arizona,618-35-2193,Yuman,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
208,Arni,Ketcher,aketcher5r@thetimes.co.uk,Male,181.211.133.89,Chattanooga,Tennessee,360-94-2186,Native Hawaiian,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
209,Gerick,Gumby,ggumby5s@china.com.cn,Male,137.104.45.65,Fresno,California,370-39-8709,Navajo,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
210,Michel,Rylstone,mrylstone5t@usgs.gov,Male,241.50.135.81,El Paso,Texas,617-45-5364,Indonesian,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
211,Dolores,Ortsmann,dortsmann5u@time.com,Female,10.18.48.52,Bronx,New York,752-73-2975,White,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
212,Shawn,Harradine,sharradine5v@netvibes.com,Female,198.146.230.161,San Mateo,California,180-59-9826,Japanese,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
213,Bevon,Ohlsen,bohlsen5w@cloudflare.com,Male,197.164.68.231,Sacramento,California,593-69-4116,Shoshone,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
214,Henryetta,Costello,hcostello5x@washington.edu,Female,40.194.226.13,Wichita,Kansas,182-15-4119,Cheyenne,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
215,Andeee,Clyma,aclyma5y@utexas.edu,Female,227.245.72.40,Trenton,New Jersey,390-74-6995,Pueblo,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
216,Ursulina,Gowlett,ugowlett5z@google.com.br,Female,131.240.7.80,Dallas,Texas,474-11-7847,Hmong,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
217,Elvera,Mound,emound60@posterous.com,Female,122.221.240.97,Fullerton,California,722-87-9948,Tlingit-Haida,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
218,Monroe,Bosson,mbosson61@studiopress.com,Male,238.213.132.79,Shawnee Mission,Kansas,439-61-3898,Guamanian,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
219,Gabrielle,Pashba,gpashba62@cnn.com,Female,180.241.197.57,Tulsa,Oklahoma,656-79-6100,Indonesian,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
220,Trevar,Patient,tpatient63@geocities.jp,Male,0.254.221.12,Indianapolis,Indiana,790-18-1894,Aleut,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
221,Ashly,Malicki,amalicki64@forbes.com,Female,206.14.150.51,Chicago,Illinois,507-87-9499,Choctaw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
222,Rancell,Farloe,rfarloe65@slashdot.org,Male,255.154.140.93,Miami,Florida,766-31-2880,Polynesian,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
223,Radcliffe,Chomley,rchomley66@spotify.com,Male,83.135.49.252,Troy,Michigan,373-49-4699,Shoshone,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
224,Willem,Baudrey,wbaudrey67@quantcast.com,Male,159.72.232.12,Panama City,Florida,803-42-0982,Malaysian,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
225,Stacia,Le land,sleland68@quantcast.com,Female,167.90.170.164,Joliet,Illinois,813-51-9666,Thai,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
226,Boothe,Cay,bcay69@amazon.co.uk,Male,31.249.193.156,Minneapolis,Minnesota,378-57-6744,Laotian,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
227,Jammal,Handley,jhandley6a@gnu.org,Male,188.27.95.49,Lima,Ohio,886-79-5168,Paraguayan,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
228,Theodosia,Bilsborrow,tbilsborrow6b@ucoz.ru,Female,205.169.123.110,Atlanta,Georgia,687-40-9200,Choctaw,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
229,Annabell,Farrah,afarrah6c@bravesites.com,Female,11.81.117.38,Canton,Ohio,727-38-7481,Costa Rican,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
230,Iago,Newbegin,inewbegin6d@boston.com,Male,204.53.103.194,Phoenix,Arizona,166-75-8105,Navajo,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
231,Orelia,Penwarden,openwarden6e@aol.com,Female,144.107.127.192,Mobile,Alabama,552-95-1777,Asian,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
232,Amy,Crolly,acrolly6f@guardian.co.uk,Female,240.103.5.82,Santa Fe,New Mexico,753-92-1672,Thai,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
233,Artemis,Curthoys,acurthoys6g@who.int,Male,56.126.249.163,Gilbert,Arizona,306-82-7258,Crow,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
234,Hailee,Hayto,hhayto6h@jugem.jp,Female,41.212.17.152,San Angelo,Texas,823-45-1074,Uruguayan,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
235,Else,Kornes,ekornes6i@intel.com,Female,66.42.113.0,Decatur,Illinois,547-83-1162,Yaqui,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
236,Ashley,Hupka,ahupka6j@mozilla.com,Male,9.47.158.38,Cincinnati,Ohio,732-12-9676,Colville,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
237,Brina,Beazer,bbeazer6k@bizjournals.com,Female,221.9.32.51,Saint Louis,Missouri,121-74-5788,Tongan,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
238,Micheal,Bond,mbond6l@wsj.com,Male,235.88.127.237,Kansas City,Missouri,268-64-2816,Alaskan Athabascan,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
239,Frazier,Dovidian,fdovidian6m@fotki.com,Male,184.104.44.53,Memphis,Tennessee,524-13-1979,Black or African American,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
240,Paolina,Menichi,pmenichi6n@wikia.com,Female,169.200.123.214,Atlanta,Georgia,410-70-8119,Peruvian,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
241,Shane,Andresser,sandresser6o@ebay.com,Male,178.208.53.232,Lansing,Michigan,632-19-8673,Colville,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
242,Benoite,Kleeborn,bkleeborn6p@sohu.com,Female,65.132.210.66,Omaha,Nebraska,335-17-6621,Ottawa,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
243,Anne,Chretien,achretien6q@bluehost.com,Female,1.64.90.143,Knoxville,Tennessee,460-71-1186,Pueblo,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
244,Fair,Gostridge,fgostridge6r@cbslocal.com,Male,112.118.56.220,Bronx,New York,172-18-6095,Asian Indian,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
245,Jacquette,Bison,jbison6s@blog.com,Female,160.253.114.190,Nashville,Tennessee,208-64-5010,Argentinian,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
246,Aurilia,Domeny,adomeny6t@diigo.com,Female,234.150.91.31,Albany,New York,357-18-0042,Navajo,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247,Cletus,Cadle,ccadle6u@ebay.com,Male,234.242.190.101,Houston,Texas,214-04-9922,Delaware,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
248,Dorita,Burnside,dburnside6v@nydailynews.com,Female,140.211.146.94,Birmingham,Alabama,745-39-6578,Alaskan Athabascan,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
249,Vin,Flew,vflew6w@mozilla.com,Male,151.150.246.52,Charlotte,North Carolina,872-26-3794,Paiute,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
250,Johny,Vittle,jvittle6x@ca.gov,Male,99.86.52.159,Roanoke,Virginia,653-03-6285,Samoan,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
251,Waly,Arrow,warrow6y@shinystat.com,Female,114.200.180.234,Washington,District of Columbia,717-84-1914,Taiwanese,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
